quadrant,box,grid_id,ternary_group
Q4,"(21602, 15057, 21826, 15281)",96_67,Non-Tumor
Q4,"(21602, 14833, 21826, 15057)",96_66,Non-Tumor
Q4,"(21602, 14609, 21826, 14833)",96_65,Non-Tumor
Q4,"(21602, 14385, 21826, 14609)",96_64,Non-Tumor
Q4,"(21602, 14161, 21826, 14385)",96_63,Tumor
Q4,"(21602, 13937, 21826, 14161)",96_62,Tumor
Q4,"(21602, 13713, 21826, 13937)",96_61,Tumor
Q4,"(21602, 13489, 21826, 13713)",96_60,Tumor
Q4,"(21602, 13265, 21826, 13489)",96_59,Tumor
Q4,"(21602, 13041, 21826, 13265)",96_58,Non-Tumor
Q4,"(21602, 12817, 21826, 13041)",96_57,Non-Tumor
Q4,"(21602, 12593, 21826, 12817)",96_56,Tumor
Q4,"(21602, 12369, 21826, 12593)",96_55,Tumor
Q4,"(21378, 21329, 21602, 21553)",95_95,Non-Tumor
Q4,"(21378, 21105, 21602, 21329)",95_94,Non-Tumor
Q4,"(21378, 20881, 21602, 21105)",95_93,Tumor
Q4,"(21378, 20657, 21602, 20881)",95_92,Tumor
Q4,"(21378, 20433, 21602, 20657)",95_91,Tumor
Q4,"(21378, 20209, 21602, 20433)",95_90,Non-Tumor
Q4,"(21378, 19985, 21602, 20209)",95_89,Non-Tumor
Q4,"(21378, 19761, 21602, 19985)",95_88,Tumor
Q4,"(21378, 19537, 21602, 19761)",95_87,Non-Tumor
Q4,"(21378, 19313, 21602, 19537)",95_86,Non-Tumor
Q4,"(21378, 19089, 21602, 19313)",95_85,Tumor
Q4,"(21378, 18865, 21602, 19089)",95_84,Tumor
Q4,"(21378, 18641, 21602, 18865)",95_83,Tumor
Q4,"(21378, 18417, 21602, 18641)",95_82,Non-Tumor
Q4,"(21378, 18193, 21602, 18417)",95_81,Non-Tumor
Q4,"(21378, 17969, 21602, 18193)",95_80,Non-Tumor
Q4,"(21378, 17745, 21602, 17969)",95_79,Non-Tumor
Q4,"(21378, 17521, 21602, 17745)",95_78,Non-Tumor
Q4,"(21378, 17297, 21602, 17521)",95_77,Empty
Q4,"(21378, 17073, 21602, 17297)",95_76,Non-Tumor
Q4,"(21378, 16849, 21602, 17073)",95_75,Empty
Q4,"(21378, 16625, 21602, 16849)",95_74,Non-Tumor
Q4,"(21378, 16401, 21602, 16625)",95_73,Non-Tumor
Q4,"(21378, 16177, 21602, 16401)",95_72,Non-Tumor
Q4,"(21378, 15953, 21602, 16177)",95_71,Empty
Q4,"(21378, 15729, 21602, 15953)",95_70,Non-Tumor
Q4,"(21378, 15505, 21602, 15729)",95_69,Non-Tumor
Q4,"(21378, 15281, 21602, 15505)",95_68,Non-Tumor
Q4,"(21378, 15057, 21602, 15281)",95_67,Non-Tumor
Q4,"(21378, 14833, 21602, 15057)",95_66,Non-Tumor
Q4,"(21378, 14609, 21602, 14833)",95_65,Non-Tumor
Q4,"(21378, 14385, 21602, 14609)",95_64,Tumor
Q4,"(21378, 14161, 21602, 14385)",95_63,Tumor
Q4,"(21378, 13937, 21602, 14161)",95_62,Tumor
Q4,"(21378, 13713, 21602, 13937)",95_61,Tumor
Q4,"(21378, 13489, 21602, 13713)",95_60,Tumor
Q4,"(21378, 13265, 21602, 13489)",95_59,Non-Tumor
Q4,"(21378, 13041, 21602, 13265)",95_58,Non-Tumor
Q4,"(21378, 12817, 21602, 13041)",95_57,Non-Tumor
Q4,"(21378, 12593, 21602, 12817)",95_56,Tumor
Q4,"(21378, 12369, 21602, 12593)",95_55,Tumor
Q4,"(21154, 21329, 21378, 21553)",94_95,Non-Tumor
Q4,"(21154, 21105, 21378, 21329)",94_94,Non-Tumor
Q4,"(21154, 20881, 21378, 21105)",94_93,Tumor
Q4,"(21154, 20657, 21378, 20881)",94_92,Tumor
Q4,"(21154, 20433, 21378, 20657)",94_91,Tumor
Q4,"(21154, 20209, 21378, 20433)",94_90,Tumor
Q4,"(21154, 19985, 21378, 20209)",94_89,Non-Tumor
Q4,"(21154, 19761, 21378, 19985)",94_88,Non-Tumor
Q4,"(21154, 19537, 21378, 19761)",94_87,Non-Tumor
Q4,"(21154, 19313, 21378, 19537)",94_86,Tumor
Q4,"(21154, 19089, 21378, 19313)",94_85,Tumor
Q4,"(21154, 18865, 21378, 19089)",94_84,Tumor
Q4,"(21154, 18641, 21378, 18865)",94_83,Tumor
Q4,"(21154, 18417, 21378, 18641)",94_82,Non-Tumor
Q4,"(21154, 18193, 21378, 18417)",94_81,Non-Tumor
Q4,"(21154, 17969, 21378, 18193)",94_80,Tumor
Q4,"(21154, 17745, 21378, 17969)",94_79,Tumor
Q4,"(21154, 17521, 21378, 17745)",94_78,Tumor
Q4,"(21154, 17297, 21378, 17521)",94_77,Non-Tumor
Q4,"(21154, 17073, 21378, 17297)",94_76,Non-Tumor
Q4,"(21154, 16849, 21378, 17073)",94_75,Non-Tumor
Q4,"(21154, 16625, 21378, 16849)",94_74,Non-Tumor
Q4,"(21154, 16401, 21378, 16625)",94_73,Non-Tumor
Q4,"(21154, 16177, 21378, 16401)",94_72,Non-Tumor
Q4,"(21154, 15953, 21378, 16177)",94_71,Non-Tumor
Q4,"(21154, 15729, 21378, 15953)",94_70,Non-Tumor
Q4,"(21154, 15505, 21378, 15729)",94_69,Non-Tumor
Q4,"(21154, 15281, 21378, 15505)",94_68,Non-Tumor
Q4,"(21154, 15057, 21378, 15281)",94_67,Non-Tumor
Q4,"(21154, 14833, 21378, 15057)",94_66,Non-Tumor
Q4,"(21154, 14609, 21378, 14833)",94_65,Non-Tumor
Q4,"(21154, 14385, 21378, 14609)",94_64,Tumor
Q4,"(21154, 14161, 21378, 14385)",94_63,Tumor
Q4,"(21154, 13937, 21378, 14161)",94_62,Tumor
Q4,"(21154, 13713, 21378, 13937)",94_61,Tumor
Q4,"(21154, 13489, 21378, 13713)",94_60,Tumor
Q4,"(21154, 13265, 21378, 13489)",94_59,Tumor
Q4,"(21154, 13041, 21378, 13265)",94_58,Tumor
Q4,"(21154, 12817, 21378, 13041)",94_57,Tumor
Q4,"(21154, 12593, 21378, 12817)",94_56,Tumor
Q4,"(21154, 12369, 21378, 12593)",94_55,Tumor
Q4,"(20930, 21329, 21154, 21553)",93_95,Tumor
Q4,"(20930, 21105, 21154, 21329)",93_94,Tumor
Q4,"(20930, 20881, 21154, 21105)",93_93,Tumor
Q4,"(20930, 20657, 21154, 20881)",93_92,Tumor
Q4,"(20930, 20433, 21154, 20657)",93_91,Tumor
Q4,"(20930, 20209, 21154, 20433)",93_90,Tumor
Q4,"(20930, 19985, 21154, 20209)",93_89,Tumor
Q4,"(20930, 19761, 21154, 19985)",93_88,Non-Tumor
Q4,"(20930, 19537, 21154, 19761)",93_87,Non-Tumor
Q4,"(20930, 19313, 21154, 19537)",93_86,Tumor
Q4,"(20930, 19089, 21154, 19313)",93_85,Tumor
Q4,"(20930, 18865, 21154, 19089)",93_84,Tumor
Q4,"(20930, 18641, 21154, 18865)",93_83,Tumor
Q4,"(20930, 18417, 21154, 18641)",93_82,Tumor
Q4,"(20930, 18193, 21154, 18417)",93_81,Tumor
Q4,"(20930, 17969, 21154, 18193)",93_80,Tumor
Q4,"(20930, 17745, 21154, 17969)",93_79,Tumor
Q4,"(20930, 17521, 21154, 17745)",93_78,Tumor
Q4,"(20930, 17297, 21154, 17521)",93_77,Non-Tumor
Q4,"(20930, 17073, 21154, 17297)",93_76,Non-Tumor
Q4,"(20930, 16849, 21154, 17073)",93_75,Empty
Q4,"(20930, 16625, 21154, 16849)",93_74,Non-Tumor
Q4,"(20930, 16401, 21154, 16625)",93_73,Non-Tumor
Q4,"(20930, 16177, 21154, 16401)",93_72,Non-Tumor
Q4,"(20930, 15953, 21154, 16177)",93_71,Non-Tumor
Q4,"(20930, 15729, 21154, 15953)",93_70,Non-Tumor
Q4,"(20930, 15505, 21154, 15729)",93_69,Non-Tumor
Q4,"(20930, 15281, 21154, 15505)",93_68,Non-Tumor
Q4,"(20930, 15057, 21154, 15281)",93_67,Non-Tumor
Q4,"(20930, 14833, 21154, 15057)",93_66,Non-Tumor
Q4,"(20930, 14609, 21154, 14833)",93_65,Non-Tumor
Q4,"(20930, 14385, 21154, 14609)",93_64,Non-Tumor
Q4,"(20930, 14161, 21154, 14385)",93_63,Non-Tumor
Q4,"(20930, 13937, 21154, 14161)",93_62,Non-Tumor
Q4,"(20930, 13713, 21154, 13937)",93_61,Tumor
Q4,"(20930, 13489, 21154, 13713)",93_60,Tumor
Q4,"(20930, 13265, 21154, 13489)",93_59,Tumor
Q4,"(20930, 13041, 21154, 13265)",93_58,Tumor
Q4,"(20930, 12817, 21154, 13041)",93_57,Tumor
Q4,"(20930, 12593, 21154, 12817)",93_56,Tumor
Q4,"(20930, 12369, 21154, 12593)",93_55,Tumor
Q4,"(20706, 21329, 20930, 21553)",92_95,Tumor
Q4,"(20706, 21105, 20930, 21329)",92_94,Tumor
Q4,"(20706, 20881, 20930, 21105)",92_93,Tumor
Q4,"(20706, 20657, 20930, 20881)",92_92,Tumor
Q4,"(20706, 20433, 20930, 20657)",92_91,Tumor
Q4,"(20706, 20209, 20930, 20433)",92_90,Tumor
Q4,"(20706, 19985, 20930, 20209)",92_89,Non-Tumor
Q4,"(20706, 19761, 20930, 19985)",92_88,Non-Tumor
Q4,"(20706, 19537, 20930, 19761)",92_87,Non-Tumor
Q4,"(20706, 19313, 20930, 19537)",92_86,Tumor
Q4,"(20706, 19089, 20930, 19313)",92_85,Tumor
Q4,"(20706, 18865, 20930, 19089)",92_84,Tumor
Q4,"(20706, 18641, 20930, 18865)",92_83,Tumor
Q4,"(20706, 18417, 20930, 18641)",92_82,Tumor
Q4,"(20706, 18193, 20930, 18417)",92_81,Tumor
Q4,"(20706, 17969, 20930, 18193)",92_80,Tumor
Q4,"(20706, 17745, 20930, 17969)",92_79,Tumor
Q4,"(20706, 17521, 20930, 17745)",92_78,Non-Tumor
Q4,"(20706, 17297, 20930, 17521)",92_77,Non-Tumor
Q4,"(20706, 16849, 20930, 17073)",92_75,Empty
Q4,"(20706, 16625, 20930, 16849)",92_74,Empty
Q4,"(20706, 16401, 20930, 16625)",92_73,Non-Tumor
Q4,"(20706, 16177, 20930, 16401)",92_72,Non-Tumor
Q4,"(20706, 15953, 20930, 16177)",92_71,Empty
Q4,"(20706, 15729, 20930, 15953)",92_70,Non-Tumor
Q4,"(20706, 15505, 20930, 15729)",92_69,Non-Tumor
Q4,"(20706, 15281, 20930, 15505)",92_68,Empty
Q4,"(20706, 15057, 20930, 15281)",92_67,Empty
Q4,"(20706, 14833, 20930, 15057)",92_66,Non-Tumor
Q4,"(20706, 14609, 20930, 14833)",92_65,Non-Tumor
Q4,"(20706, 14385, 20930, 14609)",92_64,Non-Tumor
Q4,"(20706, 14161, 20930, 14385)",92_63,Non-Tumor
Q4,"(20706, 13937, 20930, 14161)",92_62,Non-Tumor
Q4,"(20706, 13713, 20930, 13937)",92_61,Tumor
Q4,"(20706, 13489, 20930, 13713)",92_60,Tumor
Q4,"(20706, 13265, 20930, 13489)",92_59,Tumor
Q4,"(20706, 13041, 20930, 13265)",92_58,Tumor
Q4,"(20706, 12817, 20930, 13041)",92_57,Tumor
Q4,"(20706, 12593, 20930, 12817)",92_56,Tumor
Q4,"(20706, 12369, 20930, 12593)",92_55,Tumor
Q4,"(20482, 21329, 20706, 21553)",91_95,Tumor
Q4,"(20482, 21105, 20706, 21329)",91_94,Tumor
Q4,"(20482, 20881, 20706, 21105)",91_93,Tumor
Q4,"(20482, 20657, 20706, 20881)",91_92,Non-Tumor
Q4,"(20482, 20433, 20706, 20657)",91_91,Non-Tumor
Q4,"(20482, 20209, 20706, 20433)",91_90,Non-Tumor
Q4,"(20482, 19985, 20706, 20209)",91_89,Non-Tumor
Q4,"(20482, 19761, 20706, 19985)",91_88,Non-Tumor
Q4,"(20482, 19537, 20706, 19761)",91_87,Tumor
Q4,"(20482, 19313, 20706, 19537)",91_86,Non-Tumor
Q4,"(20482, 19089, 20706, 19313)",91_85,Tumor
Q4,"(20482, 18865, 20706, 19089)",91_84,Tumor
Q4,"(20482, 18641, 20706, 18865)",91_83,Tumor
Q4,"(20482, 18417, 20706, 18641)",91_82,Tumor
Q4,"(20482, 18193, 20706, 18417)",91_81,Tumor
Q4,"(20482, 17969, 20706, 18193)",91_80,Tumor
Q4,"(20482, 17745, 20706, 17969)",91_79,Tumor
Q4,"(20482, 17521, 20706, 17745)",91_78,Tumor
Q4,"(20482, 17297, 20706, 17521)",91_77,Non-Tumor
Q4,"(20482, 17073, 20706, 17297)",91_76,Non-Tumor
Q4,"(20482, 16849, 20706, 17073)",91_75,Empty
Q4,"(20482, 16625, 20706, 16849)",91_74,Non-Tumor
Q4,"(20482, 16401, 20706, 16625)",91_73,Empty
Q4,"(20482, 16177, 20706, 16401)",91_72,Non-Tumor
Q4,"(20482, 15953, 20706, 16177)",91_71,Empty
Q4,"(20482, 15729, 20706, 15953)",91_70,Empty
Q4,"(20482, 15281, 20706, 15505)",91_68,Non-Tumor
Q4,"(20482, 15057, 20706, 15281)",91_67,Non-Tumor
Q4,"(20482, 14833, 20706, 15057)",91_66,Non-Tumor
Q4,"(20482, 14609, 20706, 14833)",91_65,Non-Tumor
Q4,"(20482, 14385, 20706, 14609)",91_64,Non-Tumor
Q4,"(20482, 14161, 20706, 14385)",91_63,Non-Tumor
Q4,"(20482, 13937, 20706, 14161)",91_62,Tumor
Q4,"(20482, 13713, 20706, 13937)",91_61,Tumor
Q4,"(20482, 13489, 20706, 13713)",91_60,Tumor
Q4,"(20482, 13265, 20706, 13489)",91_59,Tumor
Q4,"(20482, 13041, 20706, 13265)",91_58,Tumor
Q4,"(20482, 12817, 20706, 13041)",91_57,Tumor
Q4,"(20482, 12593, 20706, 12817)",91_56,Tumor
Q4,"(20482, 12369, 20706, 12593)",91_55,Tumor
Q4,"(20258, 21329, 20482, 21553)",90_95,Tumor
Q4,"(20258, 21105, 20482, 21329)",90_94,Tumor
Q4,"(20258, 20881, 20482, 21105)",90_93,Tumor
Q4,"(20258, 20657, 20482, 20881)",90_92,Tumor
Q4,"(20258, 20433, 20482, 20657)",90_91,Tumor
Q4,"(20258, 20209, 20482, 20433)",90_90,Non-Tumor
Q4,"(20258, 19985, 20482, 20209)",90_89,Non-Tumor
Q4,"(20258, 19761, 20482, 19985)",90_88,Tumor
Q4,"(20258, 19537, 20482, 19761)",90_87,Tumor
Q4,"(20258, 19313, 20482, 19537)",90_86,Non-Tumor
Q4,"(20258, 19089, 20482, 19313)",90_85,Non-Tumor
Q4,"(20258, 18865, 20482, 19089)",90_84,Tumor
Q4,"(20258, 18641, 20482, 18865)",90_83,Tumor
Q4,"(20258, 18417, 20482, 18641)",90_82,Tumor
Q4,"(20258, 18193, 20482, 18417)",90_81,Tumor
Q4,"(20258, 17969, 20482, 18193)",90_80,Tumor
Q4,"(20258, 17745, 20482, 17969)",90_79,Tumor
Q4,"(20258, 17521, 20482, 17745)",90_78,Non-Tumor
Q4,"(20258, 17297, 20482, 17521)",90_77,Non-Tumor
Q4,"(20258, 17073, 20482, 17297)",90_76,Non-Tumor
Q4,"(20258, 16849, 20482, 17073)",90_75,Empty
Q4,"(20258, 16625, 20482, 16849)",90_74,Empty
Q4,"(20258, 16401, 20482, 16625)",90_73,Non-Tumor
Q4,"(20258, 16177, 20482, 16401)",90_72,Non-Tumor
Q4,"(20258, 15953, 20482, 16177)",90_71,Empty
Q4,"(20258, 15729, 20482, 15953)",90_70,Non-Tumor
Q4,"(20258, 15505, 20482, 15729)",90_69,Empty
Q4,"(20258, 15281, 20482, 15505)",90_68,Non-Tumor
Q4,"(20258, 15057, 20482, 15281)",90_67,Non-Tumor
Q4,"(20258, 14833, 20482, 15057)",90_66,Non-Tumor
Q4,"(20258, 14609, 20482, 14833)",90_65,Non-Tumor
Q4,"(20258, 14385, 20482, 14609)",90_64,Non-Tumor
Q4,"(20258, 14161, 20482, 14385)",90_63,Tumor
Q4,"(20258, 13937, 20482, 14161)",90_62,Tumor
Q4,"(20258, 13713, 20482, 13937)",90_61,Tumor
Q4,"(20258, 13489, 20482, 13713)",90_60,Tumor
Q4,"(20258, 13265, 20482, 13489)",90_59,Tumor
Q4,"(20258, 13041, 20482, 13265)",90_58,Non-Tumor
Q4,"(20258, 12817, 20482, 13041)",90_57,Tumor
Q4,"(20258, 12593, 20482, 12817)",90_56,Tumor
Q4,"(20258, 12369, 20482, 12593)",90_55,Tumor
Q4,"(20034, 21553, 20258, 21777)",89_96,Tumor
Q4,"(20034, 21329, 20258, 21553)",89_95,Tumor
Q4,"(20034, 21105, 20258, 21329)",89_94,Tumor
Q4,"(20034, 20881, 20258, 21105)",89_93,Non-Tumor
Q4,"(20034, 20657, 20258, 20881)",89_92,Tumor
Q4,"(20034, 20433, 20258, 20657)",89_91,Tumor
Q4,"(20034, 20209, 20258, 20433)",89_90,Non-Tumor
Q4,"(20034, 19985, 20258, 20209)",89_89,Non-Tumor
Q4,"(20034, 19761, 20258, 19985)",89_88,Tumor
Q4,"(20034, 19537, 20258, 19761)",89_87,Tumor
Q4,"(20034, 19313, 20258, 19537)",89_86,Non-Tumor
Q4,"(20034, 19089, 20258, 19313)",89_85,Non-Tumor
Q4,"(20034, 18865, 20258, 19089)",89_84,Tumor
Q4,"(20034, 18641, 20258, 18865)",89_83,Tumor
Q4,"(20034, 18417, 20258, 18641)",89_82,Tumor
Q4,"(20034, 18193, 20258, 18417)",89_81,Tumor
Q4,"(20034, 17969, 20258, 18193)",89_80,Tumor
Q4,"(20034, 17745, 20258, 17969)",89_79,Tumor
Q4,"(20034, 17521, 20258, 17745)",89_78,Non-Tumor
Q4,"(20034, 17297, 20258, 17521)",89_77,Non-Tumor
Q4,"(20034, 17073, 20258, 17297)",89_76,Non-Tumor
Q4,"(20034, 16849, 20258, 17073)",89_75,Non-Tumor
Q4,"(20034, 16625, 20258, 16849)",89_74,Non-Tumor
Q4,"(20034, 16401, 20258, 16625)",89_73,Non-Tumor
Q4,"(20034, 16177, 20258, 16401)",89_72,Non-Tumor
Q4,"(20034, 15953, 20258, 16177)",89_71,Empty
Q4,"(20034, 15729, 20258, 15953)",89_70,Empty
Q4,"(20034, 15505, 20258, 15729)",89_69,Empty
Q4,"(20034, 15281, 20258, 15505)",89_68,Non-Tumor
Q4,"(20034, 15057, 20258, 15281)",89_67,Non-Tumor
Q4,"(20034, 14833, 20258, 15057)",89_66,Non-Tumor
Q4,"(20034, 14609, 20258, 14833)",89_65,Non-Tumor
Q4,"(20034, 14385, 20258, 14609)",89_64,Non-Tumor
Q4,"(20034, 14161, 20258, 14385)",89_63,Non-Tumor
Q4,"(20034, 13937, 20258, 14161)",89_62,Non-Tumor
Q4,"(20034, 13713, 20258, 13937)",89_61,Non-Tumor
Q4,"(20034, 13489, 20258, 13713)",89_60,Non-Tumor
Q4,"(20034, 13265, 20258, 13489)",89_59,Tumor
Q4,"(20034, 13041, 20258, 13265)",89_58,Non-Tumor
Q4,"(20034, 12817, 20258, 13041)",89_57,Non-Tumor
Q4,"(20034, 12593, 20258, 12817)",89_56,Tumor
Q4,"(20034, 12369, 20258, 12593)",89_55,Tumor
Q4,"(19810, 21105, 20034, 21329)",88_94,Tumor
Q4,"(19810, 20881, 20034, 21105)",88_93,Tumor
Q4,"(19810, 20657, 20034, 20881)",88_92,Tumor
Q4,"(19810, 20433, 20034, 20657)",88_91,Tumor
Q4,"(19810, 20209, 20034, 20433)",88_90,Tumor
Q4,"(19810, 19985, 20034, 20209)",88_89,Non-Tumor
Q4,"(19810, 19761, 20034, 19985)",88_88,Non-Tumor
Q4,"(19810, 19537, 20034, 19761)",88_87,Non-Tumor
Q4,"(19810, 19313, 20034, 19537)",88_86,Non-Tumor
Q4,"(19810, 19089, 20034, 19313)",88_85,Non-Tumor
Q4,"(19810, 18865, 20034, 19089)",88_84,Non-Tumor
Q4,"(19810, 18641, 20034, 18865)",88_83,Non-Tumor
Q4,"(19810, 18417, 20034, 18641)",88_82,Tumor
Q4,"(19810, 18193, 20034, 18417)",88_81,Tumor
Q4,"(19810, 17969, 20034, 18193)",88_80,Non-Tumor
Q4,"(19810, 17745, 20034, 17969)",88_79,Non-Tumor
Q4,"(19810, 17521, 20034, 17745)",88_78,Non-Tumor
Q4,"(19810, 17297, 20034, 17521)",88_77,Non-Tumor
Q4,"(19810, 17073, 20034, 17297)",88_76,Non-Tumor
Q4,"(19810, 16849, 20034, 17073)",88_75,Empty
Q4,"(19810, 16625, 20034, 16849)",88_74,Empty
Q4,"(19810, 16401, 20034, 16625)",88_73,Non-Tumor
Q4,"(19810, 16177, 20034, 16401)",88_72,Non-Tumor
Q4,"(19810, 15953, 20034, 16177)",88_71,Non-Tumor
Q4,"(19810, 15729, 20034, 15953)",88_70,Non-Tumor
Q4,"(19810, 15505, 20034, 15729)",88_69,Empty
Q4,"(19810, 15281, 20034, 15505)",88_68,Empty
Q4,"(19810, 15057, 20034, 15281)",88_67,Non-Tumor
Q4,"(19810, 14833, 20034, 15057)",88_66,Non-Tumor
Q4,"(19810, 14609, 20034, 14833)",88_65,Non-Tumor
Q4,"(19810, 14385, 20034, 14609)",88_64,Non-Tumor
Q4,"(19810, 14161, 20034, 14385)",88_63,Non-Tumor
Q4,"(19810, 13937, 20034, 14161)",88_62,Non-Tumor
Q4,"(19810, 13713, 20034, 13937)",88_61,Non-Tumor
Q4,"(19810, 13489, 20034, 13713)",88_60,Non-Tumor
Q4,"(19810, 13265, 20034, 13489)",88_59,Non-Tumor
Q4,"(19810, 13041, 20034, 13265)",88_58,Non-Tumor
Q4,"(19810, 12817, 20034, 13041)",88_57,Non-Tumor
Q4,"(19810, 12593, 20034, 12817)",88_56,Non-Tumor
Q4,"(19810, 12369, 20034, 12593)",88_55,Non-Tumor
Q4,"(19586, 21105, 19810, 21329)",87_94,Tumor
Q4,"(19586, 20881, 19810, 21105)",87_93,Tumor
Q4,"(19586, 20657, 19810, 20881)",87_92,Non-Tumor
Q4,"(19586, 20433, 19810, 20657)",87_91,Tumor
Q4,"(19586, 20209, 19810, 20433)",87_90,Tumor
Q4,"(19586, 19985, 19810, 20209)",87_89,Non-Tumor
Q4,"(19586, 19761, 19810, 19985)",87_88,Non-Tumor
Q4,"(19586, 19537, 19810, 19761)",87_87,Non-Tumor
Q4,"(19586, 19313, 19810, 19537)",87_86,Non-Tumor
Q4,"(19586, 19089, 19810, 19313)",87_85,Non-Tumor
Q4,"(19586, 18865, 19810, 19089)",87_84,Non-Tumor
Q4,"(19586, 18641, 19810, 18865)",87_83,Non-Tumor
Q4,"(19586, 18417, 19810, 18641)",87_82,Non-Tumor
Q4,"(19586, 18193, 19810, 18417)",87_81,Non-Tumor
Q4,"(19586, 17969, 19810, 18193)",87_80,Non-Tumor
Q4,"(19586, 17745, 19810, 17969)",87_79,Non-Tumor
Q4,"(19586, 17521, 19810, 17745)",87_78,Non-Tumor
Q4,"(19586, 17297, 19810, 17521)",87_77,Non-Tumor
Q4,"(19586, 17073, 19810, 17297)",87_76,Non-Tumor
Q4,"(19586, 16849, 19810, 17073)",87_75,Empty
Q4,"(19586, 16625, 19810, 16849)",87_74,Non-Tumor
Q4,"(19586, 16401, 19810, 16625)",87_73,Non-Tumor
Q4,"(19586, 16177, 19810, 16401)",87_72,Non-Tumor
Q4,"(19586, 15953, 19810, 16177)",87_71,Empty
Q4,"(19586, 15729, 19810, 15953)",87_70,Non-Tumor
Q4,"(19586, 15505, 19810, 15729)",87_69,Empty
Q4,"(19586, 15281, 19810, 15505)",87_68,Non-Tumor
Q4,"(19586, 15057, 19810, 15281)",87_67,Non-Tumor
Q4,"(19586, 14833, 19810, 15057)",87_66,Empty
Q4,"(19586, 14609, 19810, 14833)",87_65,Non-Tumor
Q4,"(19586, 14385, 19810, 14609)",87_64,Empty
Q4,"(19586, 14161, 19810, 14385)",87_63,Empty
Q4,"(19586, 13937, 19810, 14161)",87_62,Non-Tumor
Q4,"(19586, 13713, 19810, 13937)",87_61,Non-Tumor
Q4,"(19586, 13489, 19810, 13713)",87_60,Non-Tumor
Q4,"(19586, 13265, 19810, 13489)",87_59,Non-Tumor
Q4,"(19586, 13041, 19810, 13265)",87_58,Non-Tumor
Q4,"(19586, 12817, 19810, 13041)",87_57,Non-Tumor
Q4,"(19586, 12593, 19810, 12817)",87_56,Non-Tumor
Q4,"(19586, 12369, 19810, 12593)",87_55,Non-Tumor
Q4,"(19362, 21105, 19586, 21329)",86_94,Tumor
Q4,"(19362, 20881, 19586, 21105)",86_93,Tumor
Q4,"(19362, 20657, 19586, 20881)",86_92,Tumor
Q4,"(19362, 20433, 19586, 20657)",86_91,Tumor
Q4,"(19362, 20209, 19586, 20433)",86_90,Tumor
Q4,"(19362, 19985, 19586, 20209)",86_89,Non-Tumor
Q4,"(19362, 19761, 19586, 19985)",86_88,Non-Tumor
Q4,"(19362, 19537, 19586, 19761)",86_87,Non-Tumor
Q4,"(19362, 19313, 19586, 19537)",86_86,Non-Tumor
Q4,"(19362, 19089, 19586, 19313)",86_85,Non-Tumor
Q4,"(19362, 18865, 19586, 19089)",86_84,Empty
Q4,"(19362, 18641, 19586, 18865)",86_83,Non-Tumor
Q4,"(19362, 18417, 19586, 18641)",86_82,Non-Tumor
Q4,"(19362, 18193, 19586, 18417)",86_81,Non-Tumor
Q4,"(19362, 17969, 19586, 18193)",86_80,Non-Tumor
Q4,"(19362, 17745, 19586, 17969)",86_79,Non-Tumor
Q4,"(19362, 17521, 19586, 17745)",86_78,Non-Tumor
Q4,"(19362, 17297, 19586, 17521)",86_77,Non-Tumor
Q4,"(19362, 17073, 19586, 17297)",86_76,Non-Tumor
Q4,"(19362, 16849, 19586, 17073)",86_75,Non-Tumor
Q4,"(19362, 16625, 19586, 16849)",86_74,Empty
Q4,"(19362, 16401, 19586, 16625)",86_73,Non-Tumor
Q4,"(19362, 16177, 19586, 16401)",86_72,Non-Tumor
Q4,"(19362, 15953, 19586, 16177)",86_71,Empty
Q4,"(19362, 15729, 19586, 15953)",86_70,Non-Tumor
Q4,"(19362, 15505, 19586, 15729)",86_69,Empty
Q4,"(19362, 15281, 19586, 15505)",86_68,Non-Tumor
Q4,"(19362, 15057, 19586, 15281)",86_67,Non-Tumor
Q4,"(19362, 14833, 19586, 15057)",86_66,Non-Tumor
Q4,"(19362, 14609, 19586, 14833)",86_65,Empty
Q4,"(19362, 14385, 19586, 14609)",86_64,Non-Tumor
Q4,"(19362, 14161, 19586, 14385)",86_63,Non-Tumor
Q4,"(19362, 13937, 19586, 14161)",86_62,Non-Tumor
Q4,"(19362, 13713, 19586, 13937)",86_61,Non-Tumor
Q4,"(19362, 13489, 19586, 13713)",86_60,Non-Tumor
Q4,"(19362, 13265, 19586, 13489)",86_59,Non-Tumor
Q4,"(19362, 13041, 19586, 13265)",86_58,Non-Tumor
Q4,"(19362, 12817, 19586, 13041)",86_57,Non-Tumor
Q4,"(19362, 12593, 19586, 12817)",86_56,Non-Tumor
Q4,"(19362, 12369, 19586, 12593)",86_55,Non-Tumor
Q4,"(19138, 21105, 19362, 21329)",85_94,Tumor
Q4,"(19138, 20881, 19362, 21105)",85_93,Tumor
Q4,"(19138, 20657, 19362, 20881)",85_92,Tumor
Q4,"(19138, 20433, 19362, 20657)",85_91,Tumor
Q4,"(19138, 20209, 19362, 20433)",85_90,Tumor
Q4,"(19138, 19985, 19362, 20209)",85_89,Non-Tumor
Q4,"(19138, 19761, 19362, 19985)",85_88,Non-Tumor
Q4,"(19138, 19537, 19362, 19761)",85_87,Empty
Q4,"(19138, 19313, 19362, 19537)",85_86,Empty
Q4,"(19138, 19089, 19362, 19313)",85_85,Non-Tumor
Q4,"(19138, 18865, 19362, 19089)",85_84,Non-Tumor
